City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
274,mayya,61.7333,130.2811,-36.38,96,100,2.45,RU,1670261855
275,hilo,19.7297,-155.09,24.6,84,0,3.09,US,1670261775
276,talnakh,69.4865,88.3972,-3.77,96,100,5.34,RU,1670261680
277,mizan teferi,6.9833,35.5833,16.2,89,79,1.32,ET,1670261856
278,jadu,31.953,12.0261,15.76,31,1,0.35,LY,1670261856
279,zwedru,6.0667,-8.1281,25.27,86,100,1.13,LR,1670261857
280,havre-saint-pierre,50.2334,-63.5986,-2.0,68,100,4.12,CA,1670261857
281,aranos,-24.1333,19.1167,29.62,9,22,7.76,NA,1670261789
282,kavieng,-2.5744,150.7967,26.8,80,98,2.32,PG,1670261687
283,kutulik,53.3508,102.7839,-12.48,72,99,5.46,RU,1670261858
284,carmo do rio claro,-20.9719,-46.1189,22.03,85,100,0.93,BR,1670261858
285,haapiti,-17.5667,-149.8667,26.85,77,22,7.3,PF,1670261859
286,vila franca do campo,37.7167,-25.4333,17.89,75,58,4.27,PT,1670261859
287,kisanga,-7.4362,37.7034,27.07,55,93,4.19,TZ,1670261860
288,mar del plata,-38.0023,-57.5575,33.79,75,0,5.36,AR,1670261598
289,karratha,-20.7377,116.8463,28.08,44,0,7.01,AU,1670261860
290,cabedelo,-6.9811,-34.8339,28.37,66,20,6.21,BR,1670261861
291,hambantota,6.1241,81.1185,24.98,83,98,1.56,LK,1670261861
292,solntsevo,51.4185,36.7499,-9.81,61,48,3.48,RU,1670261861
293,komsomolets,53.7453,62.0708,-20.19,100,91,1.67,KZ,1670261862
294,pachino,36.7186,15.0907,15.71,64,32,1.19,IT,1670261862
295,saint anthony,45.0205,-93.218,-0.84,69,100,5.14,US,1670261857
296,dongying,37.4564,118.4856,-1.11,33,0,1.12,CN,1670261863
297,arya,33.6,73.0667,12.91,73,19,1.64,PK,1670261863
298,nogliki,51.8333,143.1667,-18.4,91,22,4.4,RU,1670261864
299,acoyapa,11.9703,-85.1711,30.05,71,10,8.24,NI,1670261864
300,garowe,8.4054,48.4845,24.48,59,94,7.62,SO,1670261865
301,acapulco,16.8634,-99.8901,29.9,62,0,1.54,MX,1670261715
302,sabinas,27.85,-101.1167,21.81,67,75,1.3,MX,1670261865
303,ibra,22.6906,58.5334,20.1,58,2,1.14,OM,1670261866
304,taunggyi,20.7833,97.0333,13.62,87,18,0.89,MM,1670261866
305,souillac,-20.5167,57.5167,25.21,73,40,5.66,MU,1670261867
306,los alamos,35.8881,-106.307,10.38,52,40,3.09,US,1670261867
307,chara,56.9064,118.2631,-19.87,76,99,2.3,RU,1670261867
308,gamba,-2.65,10.0,25.93,88,95,2.85,GA,1670261868
309,hasaki,35.7333,140.8333,5.22,86,100,10.08,JP,1670261868
310,rantoul,40.3084,-88.1559,4.46,74,100,4.63,US,1670261869
311,saldanha,-33.0117,17.9442,18.03,75,86,7.41,ZA,1670261869
312,krasnoselkup,65.7,82.4667,-3.28,93,100,7.1,RU,1670261726
313,hermiston,45.8404,-119.2895,-1.22,90,97,1.12,US,1670261809
314,furano,43.2818,142.4743,-12.97,95,70,1.37,JP,1670261870
315,komsomolskiy,40.4272,71.7189,-0.6,86,100,4.12,UZ,1670261655
316,mahebourg,-20.4081,57.7,25.16,73,40,5.66,MU,1670261651
317,touros,-5.1989,-35.4608,28.95,60,20,6.51,BR,1670261871
318,xingyi,24.1877,102.817,6.55,97,14,1.27,CN,1670261871
319,belmonte,-15.8631,-38.8828,25.77,69,100,3.52,BR,1670261872
320,nizwa,22.9333,57.5333,21.41,54,2,2.93,OM,1670261872
321,tuatapere,-46.1333,167.6833,8.51,96,100,2.39,NZ,1670261873
322,gizo,-8.103,156.8419,27.33,74,100,1.34,SB,1670261874
323,berezovka,53.7214,25.4993,-4.77,90,99,4.99,BY,1670261875
324,san vicente,-26.6167,-54.1333,29.44,45,50,0.7,AR,1670261875
325,srednekolymsk,67.45,153.6833,-43.27,100,64,0.62,RU,1670261875
326,isla mujeres,21.2311,-86.731,29.03,57,6,4.47,MX,1670261876
327,dothan,31.2232,-85.3905,22.61,70,100,0.45,US,1670261597
328,saint-joseph,-21.3667,55.6167,24.21,78,90,5.45,RE,1670261876
329,manggar,-2.8833,108.2667,25.94,84,100,1.55,ID,1670261877
330,khatima,28.9167,79.9667,14.65,66,0,1.63,IN,1670261877
331,qasigiannguit,68.8193,-51.1922,0.14,78,47,3.61,GL,1670261878
332,akdagmadeni,39.6603,35.8836,1.86,79,49,1.23,TR,1670261878
333,mount isa,-20.7333,139.5,18.87,55,0,0.0,AU,1670261675
334,lagoa,39.05,-27.9833,15.59,77,64,4.78,PT,1670261706
335,rincon,32.296,-81.2354,17.98,88,99,1.37,US,1670261879
336,chegdomyn,51.1167,133.0167,-19.59,90,100,2.18,RU,1670261880
337,belyy yar,53.6039,91.3903,-27.06,83,40,0.0,RU,1670261880
338,high level,58.5169,-117.136,-22.94,77,40,5.14,CA,1670261880
339,sabya,17.1495,42.6254,28.79,66,0,0.83,SA,1670261702
340,venado tuerto,-33.7456,-61.9688,40.38,9,0,6.45,AR,1670261881
341,thinadhoo,0.5333,72.9333,27.53,73,100,2.84,MV,1670261882
342,yaan,7.3833,8.5667,30.02,20,77,1.43,NG,1670261882
343,nortelandia,-14.4547,-56.8028,28.15,70,100,4.14,BR,1670261883
344,new glasgow,45.5834,-62.6486,3.21,41,10,2.29,CA,1670261862
345,sulangan,11.1373,123.7228,27.12,77,90,5.79,PH,1670261883
346,tornio,65.8481,24.1466,1.01,96,100,6.47,FI,1670261884
347,geraldton,-28.7667,114.6,20.23,77,100,5.66,AU,1670261884
348,pokosnoye,55.5258,101.0536,-12.69,87,100,8.28,RU,1670261885
349,wanning,18.8003,110.3967,19.18,87,99,4.88,CN,1670261885
350,cayenne,4.9333,-52.3333,30.02,70,85,4.63,GF,1670261748
351,san lorenzo,-25.3333,-57.5333,32.52,40,75,2.06,PY,1670261886
352,bibiani,6.4635,-2.3194,27.28,61,84,0.2,GH,1670261887
353,yulara,-25.2406,130.9889,27.79,15,58,3.53,AU,1670261887
354,kaka,37.3482,59.6143,-0.55,52,13,2.29,TM,1670261888
355,comodoro rivadavia,-45.8667,-67.5,24.92,25,95,10.8,AR,1670261824
356,shelburne,44.0787,-80.2041,4.25,58,99,7.57,CA,1670261888
357,lingao,19.9103,109.6859,17.07,84,100,4.1,CN,1670261889
358,chau doc,10.7,105.1167,24.8,89,98,0.78,VN,1670261889
359,margate,51.3813,1.3862,7.61,86,100,1.34,GB,1670261706
360,mehamn,71.0357,27.8492,-3.03,100,100,4.12,NO,1670261890
361,matara,5.9485,80.5353,24.35,88,100,0.76,LK,1670261890
362,komono,35.0,136.5167,10.45,81,100,1.88,JP,1670261891
363,kalmunai,7.4167,81.8167,24.57,89,100,3.14,LK,1670261697
364,lakatoro,-16.0999,167.4164,26.39,84,94,2.23,VU,1670261657
365,araouane,18.9048,-3.5265,29.1,14,99,1.75,ML,1670261892
366,nhulunbuy,-12.2333,136.7667,25.34,83,98,0.0,AU,1670261893
367,kieta,-6.2167,155.6333,26.01,81,100,0.84,PG,1670261893
368,caravelas,-17.7125,-39.2481,26.62,64,100,3.64,BR,1670261894
369,baker city,44.7749,-117.8344,-0.75,94,100,2.57,US,1670261841
370,hovd,48.0056,91.6419,-16.6,81,29,0.92,MN,1670261894
371,villers-les-nancy,48.671,6.1508,4.76,89,100,2.57,FR,1670261895
372,ahipara,-35.1667,173.1667,14.66,90,96,2.31,NZ,1670261859
373,isangel,-19.55,169.2667,26.21,83,71,1.19,VU,1670261730
374,kenai,60.5544,-151.2583,-3.25,93,100,5.14,US,1670261726
375,bandarbeyla,9.4942,50.8122,25.78,75,65,8.87,SO,1670261896
376,norman wells,65.282,-126.8329,-28.98,76,75,3.6,CA,1670261897
377,maragogi,-9.0122,-35.2225,26.6,79,63,5.41,BR,1670261897
378,salinopolis,-0.6136,-47.3561,27.72,72,75,4.93,BR,1670261898
379,bukama,-9.2,25.85,20.78,89,100,1.24,CD,1670261898
380,tessalit,20.1986,1.0114,28.63,13,99,3.42,ML,1670261899
381,dunedin,-45.8742,170.5036,8.77,93,98,5.52,NZ,1670261835
382,fort saint james,54.4333,-124.25,-17.97,93,64,1.06,CA,1670261900
383,kikwit,-5.041,18.8162,22.17,86,60,1.26,CD,1670261900
384,najran,17.4924,44.1277,20.36,33,0,0.46,SA,1670261901
385,upernavik,72.7868,-56.1549,-1.26,81,100,5.47,GL,1670261901
386,mokolo,10.7398,13.8019,24.57,15,38,2.32,CM,1670261902
387,kahului,20.8947,-156.47,24.36,82,0,2.24,US,1670261902
388,ferkessedougou,9.6,-5.2,31.17,32,98,1.82,CI,1670261903
389,arauca,7.0847,-70.7591,29.98,62,75,1.54,CO,1670261903
390,port lincoln,-34.7333,135.8667,14.64,72,100,7.15,AU,1670261904
391,jieshi,22.8134,115.8257,13.64,70,54,4.95,CN,1670261905
392,yugorsk,61.3133,63.3319,-16.26,99,93,1.93,RU,1670261905
393,bo phloi,14.3236,99.5161,22.68,91,60,2.77,TH,1670261906
394,nurota,40.5614,65.6886,-5.37,57,0,0.56,UZ,1670261906
395,mahbubnagar,16.7333,77.9833,19.95,51,59,3.59,IN,1670261907
396,provideniya,64.3833,-173.3,-3.04,92,83,7.85,RU,1670261907
397,lata,40.1629,-8.3327,11.62,92,100,1.93,PT,1670261908
398,taltal,-25.4,-70.4833,20.77,64,23,2.88,CL,1670261724
399,baiyin,36.5583,104.2081,-2.82,44,100,0.81,CN,1670261908
400,soyo,-6.1349,12.3689,26.06,86,100,3.66,AO,1670261909
401,kaeo,-35.1,173.7833,14.53,93,96,2.06,NZ,1670261910
402,areia branca,-4.9561,-37.1369,34.11,63,88,8.85,BR,1670261910
403,alta floresta,-9.8756,-56.0861,22.82,94,100,1.51,BR,1670261911
404,poso,-1.3959,120.7524,24.91,89,100,2.34,ID,1670261911
405,kutum,14.2,24.6667,18.85,18,8,4.85,SD,1670261911
406,langarud,37.197,50.1535,7.35,92,100,2.43,IR,1670261912
407,altay,47.8667,88.1167,-12.7,79,70,2.31,CN,1670261912
408,abay,49.6311,72.8539,-29.79,97,50,1.71,KZ,1670261913
409,douentza,14.9951,-2.9517,31.95,17,88,2.98,ML,1670261913
410,hami,42.8,93.45,-4.67,33,100,0.64,CN,1670261627
411,weston,26.1004,-80.3998,28.34,63,0,4.12,US,1670261914
412,bahia honda,22.9036,-83.1592,26.85,58,14,3.64,CU,1670261914
413,bambous virieux,-20.3428,57.7575,25.14,73,40,5.66,MU,1670261627
414,pleshanovo,52.8333,53.4833,-16.61,97,27,1.73,RU,1670261915
415,berlevag,70.8578,29.0864,-3.0,80,100,7.72,NO,1670261916
416,adre,13.4667,22.2,22.81,15,7,6.3,TD,1670261916
417,madang,-5.2246,145.7966,24.3,91,100,1.34,PG,1670261917
418,petropavlovsk-kamchatskiy,53.0452,158.6483,-16.67,72,40,3.0,RU,1670261800
419,leningradskiy,69.3833,178.4167,-23.91,88,49,2.89,RU,1670261917
420,takanosu,40.2219,140.3694,-2.4,89,92,0.88,JP,1670261844
421,bambanglipuro,-7.95,110.2833,25.22,88,100,0.72,ID,1670261918
422,itaituba,-4.2761,-55.9836,32.09,62,40,3.09,BR,1670261919
423,vilhena,-12.7406,-60.1458,24.12,88,40,3.09,BR,1670261919
424,badarpur,24.9,92.6,18.16,75,0,1.3,IN,1670261920
425,tonota,-21.4833,27.4833,27.78,39,76,5.62,BW,1670261920
426,constitucion,-35.3333,-72.4167,20.36,56,5,7.05,CL,1670261639
427,diamantino,-14.4086,-56.4461,31.08,52,96,4.44,BR,1670261921
428,yarmouth,41.7057,-70.2286,9.42,64,0,3.6,US,1670261921
429,blythe,33.6103,-114.5964,18.35,82,0,1.54,US,1670261921
430,peniche,39.3558,-9.3811,15.72,92,100,2.6,PT,1670261922
431,annau,37.8876,58.516,-1.28,80,100,3.09,TM,1670261922
432,vardo,70.3705,31.1107,-3.01,80,100,7.72,NO,1670261657
433,niamey,13.5137,2.1098,36.16,11,91,3.09,NE,1670261923
434,kitimat,54.0524,-128.6534,-10.79,77,9,1.12,CA,1670261924
435,auki,-8.7676,160.7034,24.44,89,94,1.89,SB,1670261632
436,santa rosa,14.3122,121.1114,26.73,85,99,3.29,PH,1670261842
437,biu,10.6129,12.1946,24.58,16,84,3.28,NG,1670261925
438,farim,12.4839,-15.2217,29.55,47,90,0.39,GW,1670261925
439,asau,46.4333,26.4,-1.49,99,100,1.49,RO,1670261926
440,karatau,43.1667,70.4667,-6.85,83,13,1.43,KZ,1670261720
441,betsiamites,48.9413,-68.646,-0.78,70,100,9.01,CA,1670261926
442,pak phanang,8.3511,100.202,25.71,88,99,4.37,TH,1670261927
443,coaldale,49.7167,-112.6185,-6.45,93,100,3.09,CA,1670261927
444,sao borja,-28.6606,-56.0044,32.75,32,0,2.84,BR,1670261927
445,cabanas,22.9758,-82.9219,26.54,59,28,4.16,CU,1670261928
446,port hardy,50.6996,-127.4199,-0.9,100,75,1.03,CA,1670261928
447,natal,-5.795,-35.2094,29.36,69,75,8.23,BR,1670261929
448,upington,-28.4478,21.2561,26.21,17,0,2.06,ZA,1670261929
449,pastavy,55.1168,26.8326,-8.22,90,100,4.9,BY,1670261930
450,tumba,59.1986,17.8332,-0.53,90,75,2.06,SE,1670261930
451,hita,33.3167,130.9333,7.38,90,99,1.19,JP,1670261930
452,masuri,35.8488,128.1492,-4.25,54,0,1.54,KR,1670261931
453,qeshm,26.9581,56.2719,22.94,67,19,0.96,IR,1670261931
454,murgab,37.4966,61.9714,0.93,69,100,2.06,TM,1670261932
455,luderitz,-26.6481,15.1594,17.38,64,0,11.6,NA,1670261932
456,hanmer springs,-42.5167,172.8167,10.28,79,62,2.92,NZ,1670261933
457,voskresenskoye,56.8381,45.4317,-16.43,94,44,1.79,RU,1670261933
458,brae,60.3964,-1.353,6.75,60,100,9.29,GB,1670261934
459,severnyy-kospashskiy,59.0925,57.8008,-17.05,100,96,0.88,RU,1670261934
460,avera,33.194,-82.5271,11.32,91,100,2.19,US,1670261934
461,necochea,-38.5473,-58.7368,33.62,27,0,4.58,AR,1670261935
462,bria,6.5423,21.9863,27.21,30,24,0.74,CF,1670261935
463,pringsewu,-5.3582,104.9744,23.72,92,100,2.13,ID,1670261936
464,requena,39.4883,-1.1004,9.33,95,100,2.44,ES,1670261936
465,dawlatabad,36.4141,64.9053,0.58,71,100,2.42,AF,1670261937
466,mount gambier,-37.8333,140.7667,7.93,86,17,2.56,AU,1670261937
467,vila,42.0304,-8.1588,8.49,83,99,1.6,PT,1670261937
468,sampit,-2.5333,112.95,23.33,97,100,0.51,ID,1670261938
469,shaoyang,27.2315,111.4525,3.05,87,6,1.09,CN,1670261938
470,letlhakane,-21.4167,25.5833,29.11,31,56,3.54,BW,1670261939
471,baijiantan,45.6333,85.1833,-8.21,88,99,0.33,CN,1670261939
472,khandbari,27.3747,87.2039,12.89,68,1,1.46,NP,1670261939
473,davidson,36.1501,-86.7833,9.25,87,100,2.06,US,1670261940
474,bima,-8.4667,118.7167,24.63,91,100,1.37,ID,1670261940
475,praia da vitoria,38.7333,-27.0667,16.14,88,75,6.53,PT,1670261941
476,hong gai,20.956,107.0946,15.95,68,100,1.11,VN,1670261941
477,boende,-0.2167,20.8667,21.65,93,64,1.37,CD,1670261942
478,ribeira brava,32.65,-17.0667,20.56,75,94,2.83,PT,1670261942
479,iqaluit,63.7506,-68.5145,-12.15,78,75,3.09,CA,1670261943
480,marrakesh,31.6315,-8.0083,19.04,59,40,5.14,MA,1670261943
481,praya,14.9215,-23.5087,26.3,50,40,6.69,CV,1670261944
482,zhaoqing,23.0512,112.4597,11.57,83,0,1.54,CN,1670261944
483,lewisville,33.0462,-96.9942,22.23,79,75,7.72,US,1670261945
484,farsund,58.0948,6.8047,1.08,69,16,1.17,NO,1670261945
485,tougue,11.4667,-11.6,25.34,61,92,1.37,GN,1670261946
486,newport,51.5877,-2.9984,7.65,76,100,7.65,GB,1670261946
487,kaseda,31.4167,130.3167,11.38,71,68,6.54,JP,1670261947
488,vostok,46.4856,135.8833,-21.23,97,95,2.61,RU,1670261947
489,aiquile,-18.2041,-65.1807,25.9,20,79,6.9,BO,1670261948
490,parkes,-33.1333,148.1833,13.53,70,5,2.52,AU,1670261948
491,evensk,61.95,159.2333,-13.42,94,100,1.51,RU,1670261949
492,goderich,43.7501,-81.7165,3.84,64,100,7.72,CA,1670261949
493,oistins,13.0667,-59.5333,29.05,65,75,2.06,BB,1670261950
494,yakima,46.4665,-120.6678,-1.75,94,100,1.54,US,1670261659
495,pitimbu,-7.4706,-34.8086,28.33,67,40,5.46,BR,1670261950
496,cassia,-20.5831,-46.9219,23.87,81,99,1.3,BR,1670261951
497,valparaiso,-33.0393,-71.6273,20.13,87,20,6.17,CL,1670261890
498,colares,38.7992,-9.4469,16.65,84,20,2.24,PT,1670261952
499,mirnyy,62.5353,113.9611,-17.65,84,100,1.79,RU,1670261952
500,egvekinot,66.3167,-179.1667,-18.64,90,86,4.35,RU,1670261953
501,winnemucca,40.973,-117.7357,0.03,80,75,4.63,US,1670261953
502,kaifeng,34.7911,114.3483,2.0,48,43,3.12,CN,1670261954
503,ponta delgada,37.7333,-25.6667,18.06,67,40,6.17,PT,1670261954
504,emerald,-23.5333,148.1667,22.59,54,1,2.71,AU,1670261955
505,ranong,9.9658,98.6348,25.29,89,100,3.25,TH,1670261956
506,akdepe,42.0551,59.3788,-12.95,66,11,2.04,TM,1670261956
507,zhicheng,30.2956,111.5047,4.7,64,2,0.84,CN,1670261957
508,mbandaka,0.0487,18.2603,22.98,92,93,2.54,CD,1670261957
509,tura,25.5198,90.2201,16.38,85,0,1.39,IN,1670261958
510,mandali,33.7499,45.5541,16.69,50,4,1.27,IQ,1670261959
511,palmer,42.1584,-72.3287,8.25,47,75,5.66,US,1670261780
512,vilyuysk,63.7553,121.6247,-25.78,98,100,2.14,RU,1670261959
513,sosua,19.7667,-70.5167,28.99,69,75,2.57,DO,1670261960
514,vanimo,-2.6741,141.3028,25.94,89,100,3.42,PG,1670261960
515,saint-augustin,51.226,-58.6502,-3.48,71,43,2.68,CA,1670261961
516,romny,50.751,33.4747,-5.56,48,92,5.0,UA,1670261961
517,fuzhou,26.0614,119.3061,12.94,84,100,1.47,CN,1670261962
518,san carlos de bariloche,-41.1456,-71.3082,19.86,32,20,11.32,AR,1670261962
519,hegra,63.4644,11.114,3.95,81,75,7.72,NO,1670261963
520,bangassou,4.7413,22.8184,25.23,56,65,1.44,CF,1670261963
521,muroto,33.2833,134.15,11.15,69,99,3.6,JP,1670261964
522,worthington,40.0931,-83.018,8.58,54,0,5.14,US,1670261711
523,bulgan,48.8125,103.5347,-21.26,81,2,1.77,MN,1670261965
524,omboue,-1.5746,9.2618,25.97,87,88,1.63,GA,1670261749
525,jiwani,25.05,61.7417,24.9,56,0,3.88,PK,1670261966
526,gazli,40.1333,63.45,-5.36,49,0,1.99,UZ,1670261966
527,rio verde de mato grosso,-18.9181,-54.8442,30.99,52,89,2.3,BR,1670261967
528,elverum,60.8819,11.5623,-10.23,97,67,1.16,NO,1670261967
529,north bend,43.4065,-124.2243,7.14,97,100,3.09,US,1670261968
530,kangaatsiaq,68.3065,-53.4641,-4.06,81,64,5.51,GL,1670261968
531,nome,64.5011,-165.4064,0.04,74,100,4.12,US,1670261925
532,cap malheureux,-19.9842,57.6142,25.26,68,57,2.24,MU,1670261969
533,walvis bay,-22.9575,14.5053,20.53,56,3,6.69,NA,1670261969
534,shingu,33.7333,135.9833,8.15,88,100,2.43,JP,1670261970
535,ukiah,39.1502,-123.2078,10.06,93,100,0.45,US,1670261788
536,vrindavan,27.5833,77.7,16.09,35,0,1.83,IN,1670261971
537,north platte,41.1239,-100.7654,0.94,62,40,4.12,US,1670261700
538,basco,20.4487,121.9702,25.14,79,62,15.38,PH,1670261971
539,katherine,-14.4667,132.2667,28.18,57,60,3.09,AU,1670261972
540,jiaozuo,35.2397,113.2331,3.58,41,21,1.06,CN,1670261972
541,novouralsk,57.2439,60.0839,-18.8,100,98,1.1,RU,1670261972
542,henties bay,-22.116,14.2845,15.38,82,3,4.35,NA,1670261737
543,huarmey,-10.0681,-78.1522,21.71,75,14,3.83,PE,1670261973
544,san jose,37.3394,-121.895,13.45,90,75,3.09,US,1670261920
545,baturaja,-4.1333,104.1667,22.99,98,99,0.47,ID,1670261974
546,puerto lopez,4.0845,-72.956,28.63,68,46,2.75,CO,1670261974
547,kununurra,-15.7667,128.7333,27.99,83,100,2.06,AU,1670261690
